학교구분,학교코드,학교명,본분교,학제,지역,설립구분,관련법령,법인명,학교상태,학교명(한자),학교명(영문),주소,영문주소,중문주소,우편번호,학교개교일,학교홈페이지,총장명,"학교대표
대학,82,단국대학교,본교,대학교,경기,사립,고등교육법,단국대학,기존,檀国大学校,Dankook University,경기도 용인시 수지구 죽전로 152                 ,"152, Jukjeon-ro, Suji-gu, Yongin-si, Gyeonggi-do, Republic of Korea","152, Jukjeon-ro, Suji-gu, Yongin-si, Gyeonggi-do, Republic of Korea",16890,1947.11.3,www.dankook.ac.kr,안순철,1899-3700,031-8021-7106
대학,84,대구대학교,본교,대학교,경북,사립,고등교육법,영광학원,기존,大邱大学,Daegu University,경상북도 경산시 진량읍 대구대로 201             ,"201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","201, Daegudae-ro, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38453,1956.5.1,www.daegu.ac.kr,박순진,053-850-5000,053-850-5009
대학,87,대구예술대학교,본교,대학교,경북,사립,고등교육법,세기학원,기존,大邱艺术大学,Daegu Arts University,경상북도 칠곡군 가산면 다부거문1길 202          ,"202, Dabugeomun 1-gil, Gasan-myeon, Chilgok-gun, Gyeongsangbuk-do, Republic of Korea","202, Dabugeomun 1-gil, Gasan-myeon, Chilgok-gun, Gyeongsangbuk-do, Republic of Korea",39851,1996.12.11,www.dgau.ac.kr,허용,054-970-5311,054-973-5319
대학,88,대구가톨릭대학교,본교,대학교,경북,사립,고등교육법,선목학원,기존,大邱加图立大学,Daegu Catholic University,경상북도 경산시 하양읍 하양로 13-13             ,"13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","13-13, Hayang-ro, Hayang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38430,1914.10.1,www.cu.ac.kr,성한기,053-850-3114,053-359-7000
대학,92,세한대학교,본교,대학교,전남,사립,고등교육법,영신학원,기존,世翰大学校,Sehan University,전라남도 영암군 삼호읍 녹색로 1113              ,"1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea","1113, Noksaek-ro, Samho-eup, Yeongam-gun, Jeollanam-do, Republic of Korea",58447,1994.3.10,www.sehan.ac.kr,이 승 훈,061-469-1114,061-462-2510
대학,93,대신대학교,본교,대학교,경북,사립,고등교육법,대구신학원,기존,大神大学校,Daeshin University,경상북도 경산시 경청로222길 33                  ,"33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","33, Gyeongcheong-ro 222-gil, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38649,1996.12.11,www.daeshin.ac.kr,최대해,053-810-0701,053-813-0006
대학,94,대전가톨릭대학교,본교,대학교,세종,사립,고등교육법,천주교대전교구대지학원,기존,大田加图立大学校,Daejeoncatholicuniversity,세종특별자치시 전의면 가톨릭대학로 30           ,"30, Catholicdaehak-ro, Jeonui-myeon, Sejong-si, Republic of Korea","30, Catholicdaehak-ro, Jeonui-myeon, Sejong-si, Republic of Korea",30006,1993.3.1,www.dcatholic.ac.kr,이상규,044-861-7101,044-861-7106
대학,95,대전대학교,본교,대학교,대전,사립,고등교육법,혜화학원,기존,大田大学,Daejeon University,대전광역시 동구 대학로 62                       ,"62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea","62, Daehak-ro, Dong-gu, Daejeon, Republic of Korea",34520,1980.12.29,www.dju.ac.kr,남상호,042-280-2114,042-283-8808
대학,97,대진대학교,본교,대학교,경기,사립,고등교육법,대진대학교,기존,大真大学校,Daejin University,경기도 포천시 호국로 1007                       ,"1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea","1007, Hoguk-ro, Pocheon-si, Gyeonggi-do, Republic of Korea",11159,1991.11.15,www.daejin.ac.kr,임영문,031-539-1114,031-539-1115
대학,98,서울기독대학교,본교,대학교,서울,사립,고등교육법,환원학원,기존,首尔基督大学校,Seoul Christian University,서울특별시 은평구 갈현로4길 26-2                ,"26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea","26-2, Galhyeon-ro 4-gil, Eunpyeong-gu, Seoul, Republic of Korea",3422,1997.12.5,www.scu.ac.kr,이영호(직무대행/교무연구처장),02-380-2500,02-380-2535
대학,99,덕성여자대학교,본교,대학교,서울,사립,고등교육법,덕성학원,기존,德成女子大学,Duksung Women'S University,서울특별시 도봉구 삼양로144길 33                ,"33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea","33, Samyang-ro 144-gil, Dobong-gu, Seoul, Republic of Korea",1369,1950.5.17,www.duksung.ac.kr,김건희,02-901-8000,02-908-2251
대학,100,동국대학교,본교,대학교,서울,사립,고등교육법,동국대학교,기존,东国大学,Dongguk University,서울특별시 중구 필동로1길 30                    ,"30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea","30, Pildong-ro 1-gil, Jung-gu, Seoul, Republic of Korea",4620,1946.9.20,www.dongguk.edu,윤재웅,02-2260-3114,02-2277-1274
대학,101,동국대학교(WISE),분교,대학교,경북,사립,고등교육법,동국대학교,기존,东国大学,Dongguk University,경상북도 경주시 동대로 123                      ,"123 Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do","123 Dongdae-ro, Gyeongju-si, Gyeongsangbuk-do",38066,1978.10.12,wise.dongguk.ac.kr,이영경,054-770-2844,054-770-2846
대학,102,동덕여자대학교,본교,대학교,서울,사립,고등교육법,동덕학원,기존,同德女子大学,Dongduk Women's University,서울특별시 성북구 화랑로13길 60                 ,"60, Hwarang-ro 13-gil, Seongbuk-gu, Seoul, Republic of Korea","60, Hwarang-ro 13-gil, Seongbuk-gu, Seoul, Republic of Korea",2748,1950.5.27,www.dongduk.ac.kr,김명애,02-940-4000,02-940-4182
대학,103,동서대학교,본교,대학교,부산,사립,고등교육법,동서학원,기존,东西大学,Dongseo University,부산광역시 사상구 주례로 47                     ,"47, Jurye-ro, Sasang-gu, Busan, Republic of Korea","47, Jurye-ro, Sasang-gu, Busan, Republic of Korea",47011,1992.3.2,www.dongseo.ac.kr,장제국,051-313-2001,051-313-1046
대학,104,동신대학교,본교,대학교,전남,사립,고등교육법,해인학원,기존,东新大学,Dongshinuniversity,전라남도 나주시 동신대길 67                     ,"67, Dongsindae-gil, Naju-si, Jeollanam-do","67, Dongsindae-gil, Naju-si, Jeollanam-do",58245,1986.12.31,www.dsu.ac.kr,이주희,061-330-3114,061-330-2909
대학,105,동아대학교,본교,대학교,부산,사립,고등교육법,동아학숙,기존,东亚大学校,Dong-A University,부산광역시 사하구 낙동대로550번길 37            ,"37, Nakdong-daero 550beon-gil, Saha-gu, Busan, Republic of Korea","37, Nakdong-daero 550beon-gil, Saha-gu, Busan, Republic of Korea",49315,1946.11.1,www.donga.ac.kr,이해우,051-200-6114,051-205-5788
대학,106,동양대학교,본교,대학교,경북,사립,고등교육법,현암학원,기존,东洋大学校,Dongyang University,경상북도 영주시 풍기읍 동양대로 145             ,"145, Dongyangdae-ro, Punggi-eup, Yeongju-si, Gyeongsangbuk-do, Republic of Korea","145, Dongyangdae-ro, Punggi-eup, Yeongju-si, Gyeongsangbuk-do, Republic of Korea",36040,1994.3.1,www.dyu.ac.kr,이하운,054-630-1114,054-636-8523
대학,107,동의대학교,본교,대학교,부산,사립,고등교육법,동의학원,기존,东义大学,Dong-Eui University,부산광역시 부산진구 엄광로 176                  ,"176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea","176, Eomgwang-ro, Busanjin-gu, Busan, Republic of Korea",47340,1979.1.10,www.deu.ac.kr,한수환,051-890-1114,051-890-1234
대학,108,루터대학교,본교,대학교,경기,사립,고등교육법,루터교학원,기존,루터大学校,Luther University,경기도 용인시 기흥구 금화로82번길 20            ,"20, Geumhwa-ro 82beon-gil, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea","20, Geumhwa-ro 82beon-gil, Giheung-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17072,1997.12.5,www.ltu.ac.kr,김준현,031-679-2300,031-283-1505
대학,109,명지대학교,본교,대학교,경기,사립,고등교육법,명지학원,기존,明知大学校 自然校区,Myongji University Natural Science Campus,경기도 용인시 처인구 명지로 116                 ,"116, Myongji-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea","116, Myongji-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17058,1948.9.7,www.mju.ac.kr,유병진,1577-0020,031-332-2459
대학,111,명지대학교,제2캠퍼스,대학교,서울,사립,고등교육법,명지학원,기존,明知大学校 人文校区,Myongji University Social Science Campus,서울특별시 서대문구 거북골로 34                 ,"34, Geobukgol-ro, Seodaemun-gu, Seoul, Republic of Korea","34, Geobukgol-ro, Seodaemun-gu, Seoul, Republic of Korea",3674,1948.9.7,www.mju.ac.kr,유병진,1577-0020,02-300-1556
대학,112,목원대학교,본교,대학교,대전,사립,고등교육법,감리교학원,기존,牧园大学校,Mokwon University,대전광역시 서구 도안북로 88                     ,"88, Doanbuk-ro, Seo-gu, Daejeon, Republic of Korea","88, Doanbuk-ro, Seo-gu, Daejeon, Republic of Korea",35349,1965.1.13,www.mokwon.ac.kr,이희학,042-829-7114,042-825-5020
대학,113,배재대학교,본교,대학교,대전,사립,고등교육법,배재학당,기존,培材大学校,Pai Chai University,대전광역시 서구 배재로 155-40                   ,"155-40, Baejae-ro, Seo-gu, Daejeon, Republic of Korea","155-40, Baejae-ro, Seo-gu, Daejeon, Republic of Korea",35345,1980.12.29,www.pcu.ac.kr,김욱,042-520-5114,042-533-7354
대학,114,부산가톨릭대학교,본교,대학교,부산,사립,고등교육법,성모학원,기존,釜山加图立大学校,Catholic University Of Pusan,부산광역시 금정구 오륜대로 57                   ,"57, Oryundae-ro, Geumjeong-gu, Busan, Republic of Korea","57, Oryundae-ro, Geumjeong-gu, Busan, Republic of Korea",46252,1990.12.24,www.cup.ac.kr,홍경완,051-515-5811,051-514-1576
대학,115,부산외국어대학교,본교,대학교,부산,사립,고등교육법,성지학원,기존,釜山外国语大学,Busan University Of Foreign Studies,부산광역시 금정구 금샘로485번길 65              ,"65, Geumsaem-ro 485beon-gil, Geumjeong-gu, Busan, Republic of Korea","65, Geumsaem-ro 485beon-gil, Geumjeong-gu, Busan, Republic of Korea",46234,1982.3.12,www.bufs.ac.kr,장순흥,051-509-5000,051-509-5005
대학,116,삼육대학교,본교,대학교,서울,사립,고등교육법,삼육학원,기존,三育大学校,Sahmyook University,서울특별시 노원구 화랑로 815                    ,"815, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea","815, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea",1795,1962.2.27,www.syu.ac.kr,김일목,02-3399-3636,02-979-5318
대학,117,상명대학교,본교,대학교,서울,사립,고등교육법,상명학원,기존,祥明大学,Sangmyung University (Seoul),서울특별시 종로구 홍지문2길 20                  ,"20, Hongjimun 2-gil, Jongno-gu, Seoul, Republic of Korea","20, Hongjimun 2-gil, Jongno-gu, Seoul, Republic of Korea",3016,1965.1.13,www.smu.ac.kr,홍성태,02-2287-5114,02-2287-0015
대학,119,상지대학교,본교,대학교,강원,사립,고등교육법,상지학원,기존,尚志大学,Sangji University,강원특별자치도 원주시 상지대길 83               ,"83 Sangjidae-gil, Wonju-si, Gangwon-do","83 Sangjidae-gil, Wonju-si, Gangwon-do",26339,1955.6.10,www.sangji.ac.kr,유만희,033-730-0114,033-745-2433
대학,120,서강대학교,본교,대학교,서울,사립,고등교육법,서강대학교,기존,西江大学,Sogang University,서울특별시 마포구 백범로 35                     ,"35, Baekbeom-ro, Mapo-gu, Seoul, Republic of Korea","35, Baekbeom-ro, Mapo-gu, Seoul, Republic of Korea",4107,1960.4.18,www.sogang.ac.kr,심종혁,02-705-8114,02-705-8112
대학,121,서경대학교,본교,대학교,서울,사립,고등교육법,서경대학원,기존,西京大学校,Seokyeong University,서울특별시 성북구 서경로 124                    ,"124, Seogyeong-ro, Seongbuk-gu, Seoul, Republic of Korea","124, Seogyeong-ro, Seongbuk-gu, Seoul, Republic of Korea",2713,1992.9.1,www.skuniv.ac.kr,김범준,02-940-7114,02-919-0345
대학,125,서울신학대학교,본교,대학교,경기,사립,고등교육법,서울신학대학교,기존,首尔神学大学,Seoul Theological University,경기도 부천시 소사구 호현로489번길 52           ,"52, Hohyeon-ro 489beon-gil, Bucheon-si, Gyeonggi-do, Republic of Korea","52, Hohyeon-ro 489beon-gil, Bucheon-si, Gyeonggi-do, Republic of Korea",14754,1959.2.26,www.stu.ac.kr,황덕형,032-340-9114,032-349-9400
대학,126,서울여자대학교,본교,대학교,서울,사립,고등교육법,정의학원,기존,首尔女子大学,Seoul Women's University,서울특별시 노원구 화랑로 621                    ,"621, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea","621, Hwarang-ro, Nowon-gu, Seoul, Republic of Korea",1797,1960.12.12,www.swu.ac.kr,승현우,02-970-5114,02-3399-2843
대학,127,서울장신대학교,본교,대학교,경기,사립,고등교육법,광명학원,기존,首尔长神大学校,Seoul Jangsin University,경기도 광주시 경안로 145                        ,"145, Gyeongan-ro, Gwangju-si, Gyeonggi-do, Republic of Korea","145, Gyeongan-ro, Gwangju-si, Gyeonggi-do, Republic of Korea",12749,1984.12.21,www.sjs.ac.kr,황해국,031-799-9113,031-765-1232
대학,128,서원대학교,본교,대학교,충북,사립,고등교육법,서원학원,기존,西原大学校,Seowon University,충청북도 청주시 서원구 무심서로 377-3           ,"377-3, Musimseo-ro, Seowon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea","377-3, Musimseo-ro, Seowon-gu, Cheongju-si, Chungcheongbuk-do, Republic of Korea",28674,1968.3.9,www.seowon.ac.kr,손석민,043-299-8114,043-283-8822
대학,129,선문대학교,본교,대학교,충남,사립,고등교육법,선학학원,기존,鲜文大学校,Sun Moon University,충청남도 아산시 탕정면 선문로221번길 70         ,"70, Sunmoon-ro 221beon-gil, Tangjeong-myeon, Asan-si, Chungcheongnam-do, Republic of Korea","70, Sunmoon-ro 221beon-gil, Tangjeong-myeon, Asan-si, Chungcheongnam-do, Republic of Korea",31460,1986.3.3,www.sunmoon.ac.kr,문성제,041-530-2114,041-541-7424
대학,131,성결대학교,본교,대학교,경기,사립,고등교육법,성결신학원,기존,圣洁大学,Sungkyul University,경기도 안양시 만안구 성결대학로 53              ,"53, Seonggyeoldaehak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","53, Seonggyeoldaehak-ro, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",14097,1965.1.13,www.sungkyul.ac.kr,김상식,031-467-8114,031-449-0529
대학,132,성공회대학교,본교,대학교,서울,사립,고등교육법,성공회대학교,기존,圣公会大学,Sungkonghoe University,서울특별시 구로구 연동로 320                    ,"320, Yeondong-ro, Guro-gu, Seoul, Republic of Korea","320, Yeondong-ro, Guro-gu, Seoul, Republic of Korea",8359,1992.12.23,www.skhu.ac.kr,김경문,02-2610-4114,02-2610-4248
대학,133,성균관대학교,본교,대학교,서울,사립,고등교육법,성균관대학,기존,成均馆大学,Sungkyunkwan University,서울특별시 종로구 성균관로 25-2                 ,"25-2, Seonggyungwan-ro, Jongno-gu, Seoul, Republic of Korea","25-2, Seonggyungwan-ro, Jongno-gu, Seoul, Republic of Korea",3063,1946.9.25,www.skku.edu,유지범,02-760-0114,02-760-1141
대학,136,성신여자대학교,본교,대학교,서울,사립,고등교육법,성신학원,기존,诚信女子大学,Sungshin Women'S University,서울특별시 성북구 보문로34다길 2                ,"2, Bomun-ro 34da-gil, Seongbuk-gu, Seoul, Republic of Korea","2, Bomun-ro 34da-gil, Seongbuk-gu, Seoul, Republic of Korea",2844,1965.1.13,www.sungshin.ac.kr,이성근,02-920-7114,02-920-2018
대학,137,세명대학교,본교,대학교,충북,사립,고등교육법,대원교육재단,기존,世明大学校,Semyung University,충청북도 제천시 세명로 65                       ,"65, Semyeong-ro, Jecheon-si, Chungcheongbuk-do, Republic of Korea","65, Semyeong-ro, Jecheon-si, Chungcheongbuk-do, Republic of Korea",27136,1990.11.28,www.semyung.ac.kr,권동현,043-645-1125,043-644-2111
대학,138,세종대학교,본교,대학교,서울,사립,고등교육법,대양학원,기존,世宗大学,Sejong University,서울특별시 광진구 능동로 209                    ,"209, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea","209, Neungdong-ro, Gwangjin-gu, Seoul, Republic of Korea",5006,1978.10.7,www.sejong.ac.kr,배덕효,02-3408-3114,02-3408-3906
대학,139,수원가톨릭대학교,본교,대학교,경기,사립,고등교육법,광암학원,기존,水原加图立大学校,Suwon Catholic University,경기도 화성시 봉담읍 왕림1길 67                 ,"67, Wangnim 1-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","67, Wangnim 1-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18332,1984.3.2,www.suwoncatholic.ac.kr,박찬호,031-290-8821,031-290-8899
대학,140,수원대학교,본교,대학교,경기,사립,고등교육법,고운학원,기존,水原大学敎,The University Of Suwon,경기도 화성시 봉담읍 와우안길 17                ,"17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea","17, Wauan-gil, Bongdam-eup, Hwaseong-si, Gyeonggi-do, Republic of Korea",18323,1981.12.26,www.suwon.ac.kr,임경숙,031-220-2114,02-745-8545
대학,141,숙명여자대학교,본교,대학교,서울,사립,고등교육법,숙명학원,기존,淑明女子大学,Sookmyung Women'S University,서울특별시 용산구 청파로47길 90                 ,"90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea","90, Cheongpa-ro 47-gil, Yongsan-gu, Seoul, Republic of Korea",4310,1938.12.21,www.sookmyung.ac.kr/,장윤금,02-710-9114,02-2077-7481
대학,142,순천향대학교,본교,대학교,충남,사립,고등교육법,동은학원,기존,顺天鄕大学校,Soonchunhyang University,충청남도 아산시 신창면 순천향로 22              ,"22, Soonchunhyang-ro, Sinchang-myeon, Asan-si, Chungcheongnam-do, Republic of Korea","22, Soonchunhyang-ro, Sinchang-myeon, Asan-si, Chungcheongnam-do, Republic of Korea",31538,1978.3.1,www.sch.ac.kr/,김승우,041-530-1114,041-542-4615
대학,143,숭실대학교,본교,대학교,서울,사립,고등교육법,숭실대학교,기존,崇实大学,Soongsil University,서울특별시 동작구 상도로 369                    ,"369, Sangdo-ro, Dongjak-gu, Seoul, Republic of Korea","369, Sangdo-ro, Dongjak-gu, Seoul, Republic of Korea",6978,1897-10-10,www.ssu.ac.kr,장범식,02-820-0114,02-828-7143
대학,144,신라대학교,본교,대학교,부산,사립,고등교육법,박영학원,기존,新罗大学,Silla University,부산광역시 사상구 백양대로700번길 140           ,"140, Baegyang-daero 700beon-gil, Sasang-gu, Busan, Republic of Korea","140, Baegyang-daero 700beon-gil, Sasang-gu, Busan, Republic of Korea",46958,1969.12.27,www.silla.ac.kr,허남식,051-999-5000,051-999-5800
대학,145,아신대학교,본교,대학교,경기,사립,고등교육법,아세아연합신학대학원,기존,亚神大学校,ACTS University,경기도 양평군 옥천면 경강로 1276 아신대학교     ,"1276, Gyeonggang-ro, Okcheon-myeon, Yangpyeong-gun, Gyeonggi-do","1276, Gyeonggang-ro, Okcheon-myeon, Yangpyeong-gun, Gyeonggi-do",12508,1981.12.26,www.acts.ac.kr,정홍열,031-770-7700,031-772-5479
대학,146,아주대학교,본교,대학교,경기,사립,고등교육법,대우학원,기존,亚洲大学校,Ajou University,경기도 수원시 영통구 월드컵로 206               ,"206, World cup-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea","206, World cup-ro, Yeongtong-gu, Suwon-si, Gyeonggi-do, Republic of Korea",16499,1973.3.15,www.ajou.ac.kr,최기주,031-219-2114,031-213-5158
대학,147,안양대학교,본교,대학교,경기,사립,고등교육법,우일학원,기존,安养大学校,Anyang University,경기도 안양시 만안구 삼덕로37번길 22            ,"22, Samdeok-ro 37beon-gil, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea","22, Samdeok-ro 37beon-gil, Manan-gu, Anyang-si, Gyeonggi-do, Republic of Korea",14028,1948.9.17,www.anyang.ac.kr/main.do,박노준,031-467-0700,031-467-0778
대학,148,안양대학교,제2캠퍼스,대학교,인천,사립,고등교육법,우일학원,기존,安养大学校,Anyang University,인천광역시 강화군 불은면 중앙로 602-14          ,"602-14, Jungang-ro, Bureun-myeon, Ganghwa-gun, Incheon, Republic of Korea","602-14, Jungang-ro, Bureun-myeon, Ganghwa-gun, Incheon, Republic of Korea",23038,1948.9.17,www.anyang.ac.kr/main.do,박노준,032-930-6000,032-930-6215
대학,149,연세대학교,본교,대학교,서울,사립,고등교육법,연세대학교,기존,延世大学,Yonsei University,서울특별시 서대문구 연세로 50                   ,"50, Yonsei-ro, Seodaemun-gu, Seoul, Republic of Korea","50, Yonsei-ro, Seodaemun-gu, Seoul, Republic of Korea",3722,1957.1.5,www.yonsei.ac.kr,서승환,1599-1885,02-2123-8608
대학,150,연세대학교(미래),분교,대학교,강원,사립,고등교육법,연세대학교,기존,延世大学校 MIRAE Campus,Yonsei University MIRAE Campus,강원특별자치도 원주시 흥업면 연세대길 1 연세대학,"1 Yeonsedae-gil, Heungeop-myeon, Wonju-si, Gangwon-do","1 Yeonsedae-gil, Heungeop-myeon, Wonju-si, Gangwon-do",26493,1977.12.28,www.yonsei.ac.kr/wj,서승환,033-760-2114,033-762-4332
대학,151,영남대학교,본교,대학교,경북,사립,고등교육법,영남학원,기존,岭南大学,Yeungnam University,경상북도 경산시 대학로 280                      ,"280, Daehak-ro, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","280, Daehak-ro, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38541,1967.12.22,www.yu.ac.kr,최외출,053-810-2114,053-810-2016
대학,153,영남신학대학교,본교,대학교,경북,사립,고등교육법,영남신학대학교,기존,嶺南神学大学校,Youngnam Theological University & Seminary,경상북도 경산시 진량읍 봉회1길 26               ,"26, Bonghoe 1-gil, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea","26, Bonghoe 1-gil, Jillyang-eup, Gyeongsan-si, Gyeongsangbuk-do, Republic of Korea",38451,1993.12.17,www.ytus.ac.kr,권용근,053-850-0500,053-852-9815
대학,154,유원대학교,본교,대학교,충북,사립,고등교육법,금강학원,기존,唯元大学校,U1 University,충청북도 영동군 영동읍 대학로 310               ,"310, Daehak-ro, Yeongdong-eup, Yeongdong-gun, Chungcheongbuk-do, Republic of Korea","310, Daehak-ro, Yeongdong-eup, Yeongdong-gun, Chungcheongbuk-do, Republic of Korea",29131,1993.12.17,www.U1.ac.kr,채훈관,043-740-1114,043-740-1029
대학,155,영산선학대학교,본교,대학교,전남,사립,고등교육법,영산학원,기존,灵山禅学大学校,Youngsan University Of Seon Studies,전라남도 영광군 백수읍 성지로 1357              ,"1357, Seongji-ro, Baeksu-eup, Yeonggwang-gun, Jeollanam-do, Republic of Korea","1357, Seongji-ro, Baeksu-eup, Yeonggwang-gun, Jeollanam-do, Republic of Korea",57026,1997.3.3,www.youngsan.ac.kr,백형기,061-350-6015,061-350-6040
대학,156,용인대학교,본교,대학교,경기,사립,고등교육법,단호학원,기존,龙仁大学校,Yong In University,경기도 용인시 처인구 용인대학로 134             ,"134, Yongindaehak-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea","134, Yongindaehak-ro, Cheoin-gu, Yongin-si, Gyeonggi-do, Republic of Korea",17092,1953.6.15,www.yongin.ac.kr,한진수,031-8020-3114,031-332-6479
대학,157,우석대학교,본교,대학교,전북,사립,고등교육법,우석학원,기존,又石大学校,Woosuk University,전라북도 완주군 삼례읍 삼례로 443               ,"443, Samnye-ro, Samnye-eup, Wanju_Gun, Jeollabuk-do, Republic of Korea","443, Samnye-ro, Samnye-eup, Wanju_Gun, Jeollabuk-do, Republic of Korea",55338,1979.5.10,www.woosuk.ac.kr,남천현,063-290-1114,063-291-9312
대학,158,울산대학교,본교,대학교,울산,사립,고등교육법,울산공업학원,기존,蔚山大学校,University Of Ulsan,울산광역시 남구 대학로 93                       ,"93, Daehak-ro, Nam-gu, Ulsan, Republic of Korea","93, Daehak-ro, Nam-gu, Ulsan, Republic of Korea",44610,1970.3.16,www.ulsan.ac.kr,오연천,052-277-3101,052-277-1534
대학,159,원광대학교,본교,대학교,전북,사립,고등교육법,원광학원,기존,圆光大学校,Wonkwang University,전라북도 익산시 익산대로 460                    ,"460, Iksan-daero, Iksan-si, Jeollabuk-do, Republic of Korea","460, Iksan-daero, Iksan-si, Jeollabuk-do, Republic of Korea",54538,1951.9.5,www.wonkwang.ac.kr,박성태,063-850-5114,063-850-6666
대학,160,위덕대학교,본교,대학교,경북,사립,고등교육법,회당학원,기존,威德大学校,Uiduk University,경상북도 경주시 강동면 동해대로 261             ,"261, Donghae-daero, Gangdong-myeon, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea","261, Donghae-daero, Gangdong-myeon, Gyeongju-si, Gyeongsangbuk-do, Republic of Korea",38004,1995.12.16,www.uu.ac.kr,김봉갑,054-760-1096,054-760-1059
대학,161,을지대학교,본교,대학교,대전,사립,고등교육법,을지학원,기존,乙支大学校,Eulji University,대전광역시 중구 계룡로771번길 77                ,"77, Gyeryong-ro 771beon-gil, Jung-gu, Daejeon, Republic of Korea","77, Gyeryong-ro 771beon-gil, Jung-gu, Daejeon, Republic of Korea",34824,1967.3.21,www.eulji.ac.kr,홍성희,1899-0001,042-259-1539
